-30029.733603	-31292.971760	-31371.007577	-31327.532051	-31591.015748	-31345.783135	-31004.424926	-31065.444700	
-29730.682701	-30827.728687	-30980.926534	-30979.439832	-31200.298066	-30965.672864	-30765.272470	-30625.133421	
-28711.864240	-29203.807608	-29496.212622	-29373.495718	-29627.780696	-29537.880518	-29236.923050	-29266.844855	
-25681.254258	-26472.127566	-26620.181045	-26602.409860	-26681.168230	-26698.149035	-26611.679780	-26396.384525	
-17222.764766	-17450.688720	-17254.947932	-17278.351146	-17440.854760	-17302.132213	-16871.694195	-17249.257708	
-32108.914179	-33313.656540	-33546.218137	-33446.352542	-33649.344645	-33594.107392	-33232.825130	-33169.522291	
-38566.629810	-39862.605143	-40084.507531	-39914.077445	-40084.925890	-40077.156225	-39964.324691	-39590.738045	
-11112.635029	-10710.025211	-11216.231183	-11236.909110	-11204.828101	-11252.188187	-11185.067726	-11111.011147	
-11025.331513	-10515.872582	-10915.118570	-10964.519252	-11015.816108	-10856.083268	-10890.672808	-10838.510404	
-14955.449117	-14407.684204	-14989.681855	-14988.763152	-14954.376666	-14993.798809	-14905.573941	-14826.091662	
-11287.603114	-10841.930985	-11339.601215	-11303.022522	-11349.047603	-11275.755357	-11328.302734	-11195.969119	
-10544.822229	-9919.633190	-10432.752128	-10450.725455	-10434.138372	-10210.257088	-10450.787797	-10276.607371	
-9266.240154	-8895.486579	-9262.977809	-9211.287255	-9301.777718	-9183.258147	-9237.060236	-9177.210240	
-5315.869008	-5207.335565	-4951.592191	-5219.795000	-5174.494164	-5177.885858	-5148.233573	-5161.255284	
-7456.286660	-7279.412496	-7070.011954	-7350.788212	-7234.568958	-7308.582434	-7257.926810	-7279.220378	
-18190.398321	-18240.097556	-18165.492405	-18302.284658	-18317.852796	-18246.289220	-17543.683017	-18066.677324	
-17013.341718	-16955.629937	-16601.637825	-16992.353818	-16851.006838	-16751.206032	-16200.316387	-16749.810424	
-22610.050108	-22477.256973	-22512.364480	-22526.047959	-22430.854580	-22482.023481	-21848.702219	-22354.716922	
-3499.364200	-3405.254255	-3069.264944	-3425.189382	-3343.217092	-3293.924458	-3341.414472	-3329.012225	
-10794.951317	-10693.241238	-10388.808506	-10689.350351	-10703.831351	-10747.531246	-10792.636462	-10690.268362	
-7455.016703	-7410.724794	-7058.055966	-7400.932008	-7401.666732	-7295.789217	-7275.696722	-7339.478844	
-5275.503762	-5237.516735	-4957.387926	-5225.273589	-5171.137507	-5126.326856	-5108.166998	-5161.824736	
-7075.330420	-6838.920380	-6810.737054	-6870.645856	-6563.981754	-6820.134148	-6833.628702	-6795.311482	
-4436.845453	-4240.073489	-4199.334470	-4281.867920	-4194.475190	-4105.979641	-4238.723192	-4221.044544	
-2085.577429	-2046.165493	-1748.211192	-2032.759223	-1988.070402	-1967.610596	-1984.534048	-1972.168042	
-3191.391759	-3158.741588	-2796.119460	-3109.053278	-3093.653517	-3080.256884	-3077.108452	-3064.292335	
-2922.519934	-2870.937756	-2541.449625	-2824.568792	-2806.057285	-2788.431534	-2800.280935	-2784.570850	
-2771.549431	-2717.004656	-2304.392564	-2683.083336	-2647.363339	-2609.028196	-2602.126151	-2602.361564	
-23640.055882	-23393.449192	-23344.948319	-22406.535759	-23390.834211	-23325.551710	-23359.128008	-23158.585946	
-23464.264062	-23356.700270	-23292.336500	-22430.055613	-23368.686732	-23159.144731	-23323.547713	-23145.139992	
-26778.892723	-26788.539257	-26702.560543	-25895.300740	-26741.932315	-26709.149306	-26758.702491	-26586.741599	
-29253.225597	-29002.841363	-29211.362907	-27984.670268	-29266.852264	-29115.914714	-29134.382791	-28932.356730	
-7377.084568	-7225.751089	-7207.492247	-7222.215806	-6965.776644	-7219.376236	-7095.525508	-7172.697468	
-9337.887364	-9311.685922	-9257.078744	-9290.352207	-9348.310613	-9044.805896	-9219.197360	-9248.838061	
-9596.521494	-9600.343763	-9575.292434	-9650.490825	-9560.379254	-9588.249357	-9263.042891	-9556.321517	
-7534.801817	-7266.207841	-7186.141952	-7348.104112	-6703.473550	-7119.433418	-7227.213325	-7127.425714	
-8981.266752	-8698.115949	-8537.847365	-8737.656929	-7999.623775	-8436.521014	-8604.544980	-8475.261662	
-10073.940692	-9913.203526	-9824.012521	-9892.762199	-9362.310584	-9943.048720	-9907.041169	-9813.963982	
-7525.607807	-7408.269659	-7295.277729	-7419.838618	-6853.065199	-7313.865070	-7381.666966	-7236.821154	
-4982.429627	-4821.174787	-4803.542638	-4882.305000	-4851.124372	-4721.277861	-4847.501976	-4834.983606	
-6473.056686	-6302.164429	-6219.145751	-6312.726366	-6342.377516	-5928.643153	-6313.584493	-6199.218324	
-7104.565553	-6876.526105	-6811.888413	-6845.886833	-6803.968809	-6449.110633	-6838.968757	-6760.495613	
-9534.543573	-9227.655687	-9130.495957	-9125.619804	-9106.774366	-8659.553380	-9181.434912	-9049.452476	
-9875.437077	-9678.095567	-9696.979188	-9711.376057	-9416.244507	-9827.061207	-9783.741898	-9666.958410	
-16250.691160	-15871.147357	-16266.521511	-16291.129865	-16215.580864	-16386.777941	-16327.729500	-16233.675892	
